gene,class,expressed_abc,cpm_abc,targets,cov,signal_k562,signal_cd4_mix,rho
P2RY14,other,False,0.00545013,0,,,-0.0205379,
AMZ1,other,False,0.0352783,0,,,,
GPR171,other,False,0,0,,,0.00559887,
GPR149,other,False,0,0,,,,
CD164L2,other,False,0.74294,0,,,,
FUT1,other,False,4.5455,0,,,,
DHX36,other,True,173.639,8423,0.000595717,0.00128144,-0.00157254,inf
OR5J2,other,False,0,0,,,,
ZIC4,other,False,0,0,,,,
OR10AG1,other,False,0.00173574,0,,,,
OR4S2,other,False,0,0,,,,
FBXW8,other,True,43.8917,0,,,-0.0116654,
CA5A,other,False,0.00104771,0,,,,
ZG16,other,False,0.128152,0,,,,
KLC2,other,True,63.2652,0,,,-0.00390229,
SLC22A1,other,False,0.28147,0,,,,
TEX36,other,False,0.192596,0,,,,
CTBP2,other,True,159.517,0,,,-0.0644122,
CHST2,other,True,9.81468,8423,-0.000840457,-0.00490114,0.00748914,-inf
ZDHHC14,other,True,22.0462,0,,,0.0287974,
ATR,other,True,48.3131,8423,5.95768e-05,-0.0278136,-0.00630018,inf
UBE2C,other,True,140.204,0,,,-0.00563148,
DSG4,other,False,0.00433051,0,,,,
GK5,other,True,53.1299,8423,0.000917243,-0.012369,-0.00708918,inf
VCPIP1,other,True,145.37,8423,0.00062395,0.00141784,-0.00110649,inf
RTP1,other,False,0.00669172,0,,,,
DES,other,False,0.163206,0,,,,
PDIK1L,other,True,41.4951,8423,0.000493242,-0.145509,-0.00513267,inf
SPSB4,other,True,10.5039,0,,,,
RAG2,other,True,25.0396,0,,,,
TRAF6,other,True,6.14738,0,,,-0.0326676,
ZNF654,other,True,38.1125,0,,,-0.00526252,
TVP23C,other,False,2.09852,0,,,-0.0755541,
PACS1,other,True,122.586,8423,0.00099739,-0.178947,0.000897164,inf
WFDC5,other,False,0.478298,0,,,,
MARCKSL1,other,True,252.886,8423,0.00154145,0.00313131,0.00605261,0.354074
SH3BP5L,other,True,68.1451,8423,0.00133147,-0.196176,-0.00365667,inf
OR2T1,other,False,0,0,,,,
YPEL2,other,True,10.3813,0,,,0.00273126,
CADM2,other,False,2.19252,0,,,,
ABO,other,False,0.378355,0,,-0.0791746,,
PSMD2,other,True,99.1371,8423,0.000260139,0.000616775,-0.00216717,inf
PPM1E,other,True,5.97057,0,,,,
FAM131A,other,True,19.13,0,,,-0.0467394,
CSRP2,other,False,3.63769,0,,,-0.101187,
INHBC,other,False,0.00534825,0,,,,
PARL,other,True,199.534,8423,0.000665281,0.00259599,-0.00101038,inf
DDIT3,unfolded protein response,True,21.5818,8423,0.00464865,0.0605223,0.00180757,0.444448
PCCA,other,True,37.3965,8423,0.0013961,-0.122319,-0.0115796,inf
HIGD2B,other,False,0.0353924,0,,,,
DCTN2,other,True,274.576,8423,-2.84889e-05,0.000286212,-0.00148441,-inf
NPPA,other,False,0.0338555,0,,,,
ZNF408,other,True,14.0831,8423,0.000638459,-0.21336,-0.0318152,inf
CTDSP2,other,True,25.7915,8423,0.0011883,0.00251893,-0.013436,inf
CKAP5,other,True,173.576,8423,4.92781e-05,0.00215528,0.000155415,0.0851443
ARHGAP1,other,True,162.888,8423,0.000831231,-0.221737,-0.00172858,inf
MED16,other,True,15.3947,8423,0.000238674,-0.0673561,-0.0153222,inf
ATG13,other,True,30.7072,8423,0.000720343,-0.0667429,-0.0113341,inf
GAL3ST3,other,False,0.00639101,0,,,,
C1orf127,other,False,0.0473422,0,,,,
CHST1,other,False,0.644466,0,,,,
GOLGA8A,other,False,4.26468,0,,-0.200046,,
VWA3A,other,False,0.142718,0,,,,
TP53I11,other,True,15.9094,0,,,,
CENPS,other,True,85.2283,8423,0.00128145,-0.138231,-0.000186828,inf
DOLK,other,True,17.4087,8423,0.00161982,-0.132313,-0.0238741,inf
PHYHD1,other,False,2.81136,0,,-0.143761,,
CCNE2,cell cycle,True,54.8108,0,,,0.00726764,
PHYKPL,other,True,23.7691,8423,0.00154043,-0.130195,-0.00477778,inf
ANKS4B,other,False,0.0204789,0,,,,
CST6,other,False,1.10035,0,,,0.102283,
GRAMD2A,other,False,1.36249,0,,,,
ZNF519,other,True,36.7214,8423,0.00108165,-0.2433,-0.00964728,inf
LSM1,other,True,145.234,8423,0.000404384,0.000860409,-0.00116138,inf
PROP1,other,False,0.0238697,0,,,,
ISX,other,False,0.0238997,0,,,,
BANF1,other,True,215.235,8423,0.000250859,-5.02191e-05,-0.00242628,inf
APOF,other,False,0.00120228,0,,,,
CHRNA7,other,False,2.23523,0,,,,
TMEM9B,other,True,103.105,8423,-0.000106899,-0.187831,-0.00209617,-inf
NRIP3,other,True,7.10685,8423,0.00394317,-0.137425,-0.0392418,inf
PTPN2,other,True,36.7496,8423,0.000345409,-0.0547234,-0.00649162,inf
SCUBE2,other,False,0.0718656,0,,,,
EIF1AD,other,True,63.9994,8423,0.000553427,-0.120873,-0.00532822,inf
SMAD2,other,True,275.212,8423,-8.95297e-05,-0.0439365,-0.000149178,-inf
EIF3F,other,True,167.1,8423,0.000392902,0.00246307,-0.00182567,inf
ZNF25,other,True,12.1715,0,,,-0.0122968,
OR10P1,other,False,0.0010614,0,,,,
ARL10,other,True,8.09231,0,,,-0.0142761,
CLTB,other,True,85.5515,8423,0.000296367,0.0021477,-0.00243938,inf
PCSK1,other,False,0.327636,0,,,,
LPL,other,True,15.8099,0,,,,
RFESD,other,False,0.596094,8423,0.00396323,-0.0412046,-0.093383,inf
CCDC14,other,True,69.5442,8423,0.000605081,-0.0171049,-0.00662537,inf
TBC1D10C,other,True,41.7561,0,,,0.00205889,
SART1,other,True,150.893,8423,0.00011642,0.000508022,-0.00248739,inf
PPP2R2D,other,True,76.8001,8423,7.86408e-05,-0.0746678,-0.0032276,inf
MCTP1,other,True,13.2269,0,,,,
POLD4,other,True,29.0908,8423,0.000278252,-0.0152954,-0.00474322,inf
OR52W1,other,False,0,0,,,,
LRRC25,other,False,0.0178245,0,,,,
DPP10,other,True,7.09945,0,,,,
CLCF1,other,True,10.8989,0,,,-0.127355,
TSGA10IP,other,False,0.0305882,0,,,,
GPR152,other,False,0.0406646,0,,,,
UBQLNL,other,False,0.18719,0,,,,
UBQLN3,other,False,0.131284,0,,,,
PNLIP,other,False,0.00068595,0,,,,
LIPT2,other,False,2.35376,0,,,-0.179453,
KCNE3,other,False,0.0630609,0,,,,
CABP4,other,False,2.60696,0,,,-0.120086,
ALG10B,other,False,0.069608,0,,-0.231124,,
DRAP1,other,True,605.954,8423,0.000582075,0.00478926,0.000863412,0.286243
LONRF3,other,True,18.2142,0,,,-0.307782,
UCP3,other,False,2.62629,0,,,-0.0818622,
UCP2,other,True,157.105,8423,0.00172336,-0.0467533,0.0153013,inf
C11orf68,other,True,35.1841,8423,0.00112883,-0.093268,-0.00129245,inf
PAAF1,other,True,67.7647,8423,0.00179023,-0.111055,-0.00726874,inf
RAB6A,other,True,152.319,8423,4.19971e-05,-0.113745,-0.00166435,inf
P2RY2,other,True,12.6214,0,,,,
FOSL1,other,True,28.4017,0,,,-0.0217152,
ERCC4,other,True,20.864,8423,-0.000319008,-0.17172,-0.0146367,-inf
SUGCT,other,False,0.542729,0,,,,
CCDC85B,other,True,63.0954,8423,0.000892009,0.00381072,0.000475671,0.66254
TMEM70,other,True,34.1521,8423,0.000684959,0.00284287,-0.00255532,inf
OR4B1,other,False,0.00335646,0,,,,
RMI2,other,True,33.0804,8423,0.00144184,0.00217889,-0.0126973,inf
PRM1,other,False,0.00705677,0,,,,
TOM1L2,other,True,100.846,0,,,-0.0229766,
TEX26,other,False,0.000375514,0,,,,
ZNF77,other,True,8.03132,0,,,-0.0672239,
GPR156,other,False,1.10561,0,,,,
CCDC197,other,False,0.224311,0,,,,
MTLN,other,True,77.02,8423,0.000176494,-0.133141,0.00506112,inf
KDF1,other,True,7.53226,0,,,,
B3GNTL1,other,True,12.7618,0,,,-0.0529818,
RBMXL3,other,False,0,0,,,,
MLXIP,other,True,15.7799,8423,0.00171499,-0.0687336,-0.0170799,inf
NR2F1,other,True,114.377,0,,,,
AURKAIP1,other,True,143.61,8423,0.000443425,0.000579905,-0.00183485,inf
TTLL11,other,True,16.3999,0,,,-0.0592751,
EIF4E1B,other,False,0.0447846,0,,,,
TOMM5,other,True,317.319,8423,0.00122497,0.00424039,0.000655123,0.734956
LINC02694,other,False,0.0378249,0,,,-0.004957,
SLC35E3,other,True,27.7556,8423,0.00032601,-0.0467997,-0.012593,inf
PRIMA1,other,False,0.153903,0,,,,
ZNF169,other,True,11.3253,0,,,-0.0549597,
RUVBL1,other,True,250.806,8423,0.000562435,0.00197909,0.00148737,0.327816
SFN,other,True,106.318,0,,,-0.24158,
MSRA,other,True,13.303,0,,,-0.00668367,
CBLL2,other,False,0.0795662,0,,,,
CCDC168,other,False,0.553994,0,,,,
CTDNEP1,other,True,164.001,8423,0.000510247,-0.000332503,-0.0158539,inf
ETV4,other,True,15.4194,8404,-0.00044358,-0.0514604,-0.0726328,-inf
SWI5,other,True,112.667,8423,0.00100325,0.00555099,-0.012644,inf
GAPT,other,False,0.024568,0,,,,
BAIAP2,other,True,58.6549,8423,0.00509663,-0.161299,-0.0708162,inf
CALCB,other,False,0.135913,0,,,-0.187824,
CREG2,other,False,2.16892,0,,,,
TMEM270,other,False,0.58132,0,,,,
HOXD8,other,True,8.92445,0,,,,
ZDHHC21,other,True,17.5699,0,,,-0.0116412,
TSPEAR,other,False,0.0127862,0,,,,
PLEKHF2,other,True,146.512,8423,0.000611102,-0.116639,-0.00583198,inf
A2M,other,False,0.0627853,0,,,,
ARL4D,other,True,40.1129,0,,,-0.0802954,
DOK7,other,False,0.280291,0,,,,
LRRN1,other,False,1.68379,0,,,,
UBE2O,other,True,124.277,8423,0.000838197,-0.0489028,-0.00219277,inf
ORAI3,other,True,10.2728,8423,0.00104143,-0.142487,-0.0264048,inf
KLHL38,other,False,0.0336605,0,,,,
UNC119B,other,True,97.4537,0,,,-0.00185246,
DENND2C,other,True,13.8154,0,,,,
PLEKHD1,other,False,0.14031,0,,,,
ASCL3,other,False,0.0175022,0,,,,
TUBB6,other,True,46.4411,8423,0.000919678,-0.0361977,0.00155128,inf
LYSMD3,other,True,21.7687,8423,0.000478688,-0.0798362,-0.00345347,inf
B3GALT6,other,True,15.9224,8423,0.000246758,-0.0908901,-0.0326986,inf
ZNF613,other,True,7.35396,0,,,-0.0281288,
C11orf16,other,False,0.0220531,0,,,,
TMPRSS7,other,False,0.169296,0,,,,
NUPR1,other,True,108.229,0,,,,
JAKMIP2,other,True,7.72619,0,,,-0.0637586,
MBLAC2,other,True,5.82532,8423,5.69201e-05,-0.161285,-0.0770024,inf
TPRN,other,True,6.38872,8423,0.00127842,-0.118902,-0.0778418,inf
KCNE5,other,False,0.295913,0,,,,
ZNF683,other,False,0.00542676,0,,,0.169527,
SLC35A4,other,True,134.228,8423,0.0023799,0.00288666,-0.000879724,inf
CRYBG2,other,False,1.25913,0,,,-0.0917191,
IP6K1,other,True,81.3737,8423,-0.000235617,-0.120215,-0.0042878,-inf
SSNA1,other,True,104.705,8423,0.000323305,0.00196649,-0.00428177,inf
CSTF3,other,True,85.3005,8423,0.000881476,0.00259612,-0.00480802,inf
YES1,other,True,113.195,8423,0.000309613,-0.0660618,-0.00618229,inf
CHMP6,other,True,69.944,8423,0.000294226,-0.275392,-0.0026421,inf
UFSP1,other,False,1.49671,0,,,-0.1263,
MC5R,other,False,0.00875339,0,,,,
TMEM39A,other,True,56.3668,0,,,-0.000776151,
TCP11L1,other,True,121.803,0,,,-0.00293585,
GPX2,other,True,28.0822,0,,,,
CCDC57,other,True,13.5591,8423,9.49895e-05,-0.243792,-0.0534691,inf
HSF5,other,False,0.0810812,0,,,-0.0317807,
FOXG1,other,False,0,0,,-0.206289,,
SPHK1,other,True,16.5475,8423,0.0011349,-0.078109,-0.0300589,inf
ENTHD1,other,False,0.00420308,0,,,,
MYPOP,other,True,15.1766,0,,,-0.0422719,
CIDEA,other,False,0.0206458,0,,,,
OR11H4,other,False,0.0103109,0,,,,
OR4D11,other,False,0,0,,,,
LRRTM4,other,False,0.000634778,0,,,,
ATAD5,other,True,145.177,8423,0.000462527,-0.0521241,0.00337378,inf
SMIM19,other,True,148.19,8423,0.00188149,-0.11482,0.000623591,inf
OR11H6,other,False,0.0141641,0,,,,
ZNF404,other,False,0.0176482,0,,,-0.254588,
RTTN,other,True,26.5256,8423,-0.000645481,-0.207077,-0.0181867,-inf
OR4K17,other,False,0.000687512,0,,,,
OR10H4,other,False,0.000736211,0,,,,
OR51B6,other,False,0.000845552,0,,,,
ACBD7,other,True,14.7415,0,,,-0.0733015,
OR4L1,other,False,0,0,,,,
ANAPC2,other,True,56.5122,0,,,-0.00758492,
OR4K13,other,False,0.00144057,0,,,,
HMGB4,other,False,0.00268207,0,,,,
ZBTB8OS,other,True,98.8102,8423,0.000431285,0.00341161,-0.0045946,inf
OR4F21,other,False,0.00317151,0,,,,
SLC35G1,other,True,23.4411,0,,,-0.0271656,
OR4K5,other,False,0,0,,,,
ZNF135,other,False,0,0,,,,
OR4N2,other,False,0.00140054,0,,,,
OR4M1,other,False,0,0,,,,
FOXR1,other,False,0.0144077,0,,,,
COX8A,other,True,639.623,8423,0.000414672,0.000562769,-0.000308693,inf
TAC4,other,False,0.00173514,0,,,,
ZSCAN2,other,True,36.4579,0,,,-0.0263576,
PRR18,other,False,0.12943,0,,,,
B3GNT4,other,False,2.16612,0,,,-0.170779,
CDC26,other,True,17.7771,8423,0.000136889,0.00160071,-0.00600753,inf
HSD11B2,other,False,4.28716,0,,,-0.0239874,
CRLF3,other,True,36.0861,8423,5.75893e-05,-0.141576,-0.00312375,inf
RNPEP,other,True,122.178,8423,0.000990737,-0.0526426,-0.00487608,inf
EID2,other,True,43.1733,8423,0.000370216,-0.0406989,-0.00714467,inf
DMRTA1,other,True,5.1352,0,,,,
EID2B,other,False,4.47855,8423,0.00233295,-0.193856,-0.0739592,inf
GJC3,other,False,0.15861,0,,,,
RIMS2,other,False,0.609652,0,,,,
KCMF1,other,True,102.512,8423,0.000318495,-0.0510298,-0.00299593,inf
DNAJC30,other,True,15.1065,8423,0.00176461,-0.199585,-0.0310735,inf
SPRYD4,other,True,27.5707,8423,0.000723997,-0.0679187,-0.0157211,inf
VPS37D,other,False,1.74234,0,,,,
CLEC14A,other,False,0.0637581,0,,,,
SYNE3,other,True,5.18241,0,,,0.00052835,
CLK2,other,True,5.23589,8423,-0.00075069,-0.180774,-0.0621121,-inf
LPCAT4,other,True,28.1982,0,,,-0.0051341,
SLCO3A1,other,True,19.271,0,,,-0.0167412,
ZNF575,other,False,2.66992,0,,,-0.0825081,
WDR25,other,True,11.1273,0,,,-0.0271448,
SGF29,other,True,32.4847,8423,0.000210253,-0.138791,-0.00949349,inf
PLAAT3,other,True,31.446,0,,,0.00342731,
DIRAS1,other,False,0.252493,0,,,,
OR5AN1,other,False,0.00230987,0,,,,
PHLDB3,other,False,4.17355,0,,,-0.0598905,
PRR15,other,False,2.06865,0,,,,
GNG7,other,False,2.58772,0,,-0.23453,,
OR4C5,other,False,0,0,,,,
USF3,other,True,43.6489,8423,-0.000932806,-0.140831,-0.00537811,-inf
OR4C3,other,False,0.00053179,0,,,,
OR4S1,other,False,0,0,,,,
CNTD1,other,False,0.0564594,0,,,,
DCAF4L2,other,False,0,0,,,,
OR4X1,other,False,0.000735822,0,,,,
CNBD1,other,False,0.00291166,0,,,,
KBTBD11,other,True,11.5062,0,,,-0.0047779,
B3GNT5,other,True,54.3736,8404,-0.000395349,-0.258418,0.078983,-inf
MAP3K19,other,False,0.00364747,0,,,,
C14orf177,other,False,0.0178633,0,,,,
LMNB2,other,True,143.368,8423,0.000427762,-0.023993,0.0017582,inf
RMDN1,other,True,82.9189,8423,0.00139819,-0.0226533,-0.00183782,inf
MEX3C,other,True,72.5826,0,,,-0.000429447,
HORMAD2,other,False,0.299178,0,,,,
RNF152,other,False,1.58572,0,,,,
MYO1D,other,True,27.0944,8423,0.00233795,-0.129525,0.0238103,inf
FOXL1,other,False,2.42111,0,,,,
TGIF2LY,other,False,0,0,,,,
FOXC2,other,True,5.44143,0,,,,
OR4F17,other,False,0,0,,,,
BDNF,other,True,13.6899,0,,,,
CCDC121,other,True,5.8757,0,,,-0.298918,
ACSF3,other,True,247.473,8423,0.000328331,-0.0890756,-0.00112099,inf
BOK,other,False,3.89709,0,,,,
ZNF843,other,False,0.141323,0,,,,
RBIS,other,True,24.6405,8423,0.000497114,0.00117234,-0.00925595,inf
PFN4,other,False,1.17451,0,,,,
OR51V1,other,False,0,0,,,,
MAGEB6,other,False,0.0121974,0,,,,
CDK5R1,other,True,15.514,0,,,-0.0455322,
TCERG1L,other,False,0.0183842,0,,,,
NCKAP5,other,True,24.4995,0,,,,
MAGEB18,other,False,0.106463,0,,,,
RUFY1,other,True,99.8009,8423,0.000221266,-0.0769935,-0.00179537,inf
OR52E2,other,False,0,0,,,,
BASP1,other,True,1307.17,0,,,-0.307819,
OR51L1,other,False,0,0,,,,
LRRC37A3,other,False,2.1574,0,,,-0.420372,
VSIG10,other,True,18.0335,8423,0.00237584,-0.0603937,-0.0663689,inf
IRX5,other,True,15.8503,0,,,-0.338718,
METRNL,other,True,50.51,8423,0.00199944,-0.00667642,0.0193836,inf
FAM91A1,other,True,102.392,8423,0.000635227,-0.156079,-0.00173652,inf
WSB2,other,True,175.955,8423,0.000981118,-0.0235162,0.00333165,inf
GRIN1,other,False,0.12174,0,,,,
TYMS,cell cycle,True,1364.16,8423,0.000713122,0.00329623,0.0134792,0.106985
OR51G2,other,False,0,0,,,,
PXMP2,other,True,34.5105,8423,0.000389785,-0.0687703,-0.0165655,inf
OR51A7,other,False,0,0,,,,
TCEANC,other,False,3.03848,0,,,-0.0762805,
OR51T1,other,False,0.000375686,0,,,,
PNMA1,other,True,19.7043,8423,0.00135274,-0.126287,-0.00411295,inf
TCIM,other,True,106.2,0,,,,
MAMSTR,other,False,4.04297,0,,,-0.0888895,
ANKLE2,other,True,148.948,8423,0.000338367,0.00123184,-0.00122723,inf
C8G,other,False,0.0666363,0,,,,
OR51S1,other,False,0,0,,,,
OR51F2,other,False,0,0,,,,
GCNT4,other,False,2.98656,0,,,-0.274777,
MUC20,other,True,46.5396,0,,,-0.134331,
THAP4,other,True,68.0888,8423,0.000374156,-0.0535599,-0.00623297,inf
NFATC2IP,other,True,41.4995,8423,0.000575195,0.000573658,-0.00215882,inf
LY6H,other,False,0.0483829,0,,,,
FIBIN,other,False,0.551043,0,,,,
FAM89B,other,True,26.2068,8423,-0.000491737,-0.238741,-0.00220804,-inf
SHMT1,other,True,127.299,8423,0.000713934,-0.107118,-0.00540337,inf
DPP7,other,True,100.193,8423,0.000977923,0.00299542,0.000982071,0.57017
TRIM60,other,False,0,0,,,,
SEC24C,other,True,71.0077,8423,0.00048985,-0.0880115,-0.00266301,inf
FMR1NB,other,False,0.04227,0,,,,
SMCR8,other,True,40.342,0,,,-0.00473386,
MTHFR,other,True,52.4555,8423,0.000273385,-0.0775117,-0.00638751,inf
C19orf18,other,False,0.0382013,0,,,,
DEAF1,other,True,107.134,8423,0.000482534,-0.0256008,-0.00086504,inf
MTX3,other,True,52.8472,0,,,0.0110981,
TMEM80,other,True,17.3495,8423,0.00130664,-0.201163,-0.0259549,inf
SIX5,other,True,14.4094,0,,,-0.232771,
IFNW1,other,False,0,0,,,,
FBXO46,other,True,115.983,8423,0.000380357,-0.179582,-0.00361755,inf
ZDHHC13,other,True,125.321,0,,,-0.00162647,
SLC38A9,other,True,38.1207,0,,,-0.00555703,
WDR73,other,True,72.7919,8423,0.00143342,-0.0209469,-0.0126204,inf
POLE,other,True,34.9884,8423,0.000130733,-0.092044,-0.0047266,inf
PHETA2,other,False,4.6954,0,,,-0.080147,
SCN4B,other,False,0.437981,0,,,,
DSCAML1,other,False,0.0518439,0,,,,
RHOG,other,True,120.777,8423,0.000225057,-0.0101686,0.000719299,inf
EPS8L2,other,True,144.488,0,,,-0.0249253,
ZDHHC22,other,False,0.000810085,0,,,,
ANO6,other,True,84.4439,8423,0.000630121,-0.0878099,-0.00473983,inf
ZBTB34,other,True,21.0983,0,,,-0.0342784,
FAM9B,other,False,0.549086,0,,,,
CETN1,other,False,0.000389624,0,,,,
FAM210A,other,True,123.178,8423,0.000222915,-0.0954511,-0.00313117,inf
OR2T35,other,False,0,0,,,,
TALDO1,other,True,135.5,8423,0.000425433,0.00175748,-0.000679432,inf
ULK1,other,True,93.9671,0,,,-0.00979361,
OR14C36,other,False,0,0,,,,
RIMKLA,other,True,15.4064,0,,,0.0128114,
CLVS1,other,False,0.000651957,0,,,,
OR2M7,other,False,0,0,,,,
B3GNT8,other,False,0.280958,0,,,-0.0724713,
PUS1,other,True,80.3351,8423,0.000841515,-0.0809224,3.88489e-05,inf
CHD9,other,True,83.1401,8423,0.00061887,-0.0324685,-0.00207791,inf
OR2T12,other,False,0,0,,,,
SPACA4,other,False,0.00456834,0,,,,
OR2T33,other,False,0,0,,,,
GATD1,other,True,47.8488,8423,0.000976777,-0.0838737,-0.0063737,inf
TRIM72,other,False,0.234114,0,,,,
MAN1B1,other,True,85.74,8423,0.00121563,-0.163627,-0.00410425,inf
DEFB4B,other,False,0,0,,,,
KCNA3,other,True,8.0543,0,,,-0.0027339,
OR2AJ1,other,False,0.000625659,0,,,,
FZD8,other,True,6.2565,0,,,,
GJD4,other,False,0.0278425,0,,,,
FBXO39,other,False,0.491866,0,,,-0.319148,
CLDN22,other,False,0.684001,0,,,,
KCNA2,other,False,0.0203376,0,,,-0.163589,
TOP3A,other,True,66.4717,8423,0.000470051,-0.110791,-0.00844853,inf
CASKIN2,other,True,24.6581,0,,,-0.150488,
ZBTB38,other,True,115.707,8423,0.000398413,-0.0711515,-0.00325992,inf
BEND2,other,False,0.0020508,0,,,,
CCDC71,other,True,15.9424,8423,0.00118223,-0.186691,-0.0255112,inf
C10orf71,other,False,0,0,,,,
LRRN4CL,other,False,0.169276,0,,,,
TIMM22,other,True,96.6409,8423,0.000500084,-0.0643577,-0.00461281,inf
HIC1,other,False,0.378905,0,,,-0.0155331,
PPFIA3,other,False,4.8485,8296,0.00106087,-0.219444,-0.361624,inf
MAGEF1,other,True,103.156,8423,0.00184781,-0.0928356,-0.00390964,inf
UMODL1,other,False,0.149276,0,,,,
SAMD9L,other,True,36.82,0,,,0.00955565,
UBE2U,other,False,0,0,,,,
PAWR,other,True,236.824,0,,,0.141985,
TGIF1,other,True,47.6212,8423,0.000817097,-0.135605,0.00428255,inf
MIEF2,other,True,6.06199,0,,,-0.0841935,
NAP1L5,other,True,11.1841,0,,,-0.042152,
NIM1K,other,False,0.0407206,0,,,-0.15949,
CD19,other,False,0.0057111,0,,,,
ERICH5,other,False,3.39533,0,,,,
OR2T8,other,False,0.00296737,0,,,,
NR2C2,other,True,84.7558,8423,0.000786835,-0.130059,-0.00315563,inf
GPR4,other,False,0.0155004,0,,,,
ACOT4,other,False,1.4007,0,,,-0.0669165,
OLIG3,other,False,0.00573153,0,,,,
CAVIN1,other,True,110.878,8296,-0.000284628,-0.00389574,-0.169239,-inf
OR2G3,other,False,0.00199148,0,,,,
ARIH2,other,True,107.499,8423,0.00075252,0.000804424,-0.000946949,inf
RBM44,other,False,0.442461,0,,,-0.154578,
ZBTB33,other,True,139.24,8423,0.00102107,-0.185499,-0.00279718,inf
OR2G2,other,False,0.00118723,0,,,,
ZBED2,other,False,3.23627,0,,,0.00893547,
VCX2,other,False,0,0,,,,
IRX3,other,True,34.3597,0,,,0.0665216,
ST8SIA3,other,False,0,0,,,,
RPRM,other,False,0.149291,0,,,,
OR2B11,other,False,0.0187536,0,,,,
SLC25A22,other,True,20.1858,0,,,-0.0102338,
RABEP2,other,True,23.4742,8423,0.000681739,-0.199051,-0.0135428,inf
NHLH2,other,False,0.0254011,0,,,,
ATOX1,other,True,284.112,8423,0.000845335,0.00105009,0.00159651,0.652873
FAM187B,other,False,0.0114732,0,,,,
TBL1XR1,other,True,303.706,8423,0.000125322,0.0010823,-0.0010912,inf
SAMD12,other,True,44.999,0,,,-0.319113,
CD163,other,False,0.00613427,0,,,,
C18orf32,other,True,26.3352,8423,0.000671887,-0.0341193,-0.00172093,inf
PIDD1,other,False,3.57311,0,,,-0.0507286,
ZNF491,other,False,1.25608,0,,,,
HASPIN,other,True,53.9312,0,,,0.000720202,
JUN,other,True,231.928,8423,0.00198046,0.000532394,0.0365099,0.449204
CSTF2T,other,True,121.932,8423,0.000871817,-0.102607,0.000306668,inf
PGBD5,other,True,6.32013,0,,,,
C12orf54,other,False,0.52294,0,,,,
GBA,other,True,41.1902,0,,-0.257648,,
ACAD9,other,True,98.7014,8423,0.00213065,-0.0917385,-0.00380277,inf
IL17RA,other,True,28.6927,8423,0.000754057,-0.15902,0.00100087,inf
PNPLA2,other,True,80.6907,8423,0.000982183,-0.0859633,-0.00264838,inf
MBOAT4,other,False,0.0800029,0,,,,
TEX44,other,False,0,0,,,,
AGTRAP,other,True,61.3371,8423,0.00118372,-0.022159,0.000881796,inf
CD163L1,other,False,0.0154131,0,,,,
THAP5,other,True,9.90465,8423,0.000838957,-0.0330015,-0.00440856,inf
DEFB114,other,False,0,0,,,,
CRACR2B,other,False,4.14016,0,,,-0.115048,
SUMO4,other,False,0.348388,0,,,-0.0408958,
MAGEB10,other,False,0.00225332,0,,,,
DNAJC28,other,False,3.78734,0,,,-0.323134,
OR4F4,other,False,0,0,,,,
NAALADL2,other,False,4.67993,0,,,,
CD151,other,True,88.6777,8423,0.000893436,-0.00807272,-0.000234436,inf
POLR2L,other,True,83.228,8423,0.000793396,0.00195611,-0.00224657,inf
FAM20C,other,True,30.341,0,,,,
NECTIN3,other,True,40.7624,0,,,0.0259767,
SLC35G5,other,False,0.197596,0,,,,
ANXA2R,other,True,26.4535,8423,0.00147327,-0.155536,-0.0246799,inf
TMEM94,other,True,51.5881,8423,-2.98975e-05,-0.0928716,-0.0125193,-inf
FLII,other,True,201.885,8423,0.00036019,-0.0697375,-0.00113196,inf
SOX12,other,True,5.69744,8404,0.00249302,-0.0389493,-0.17941,inf
HNRNPA0,other,True,494.708,8423,0.000636469,0.000269272,-0.000286845,inf
YIPF7,other,False,0.188007,0,,,,
MYOZ1,other,False,0.00131728,0,,,,
KCNJ10,other,False,0.693085,0,,,,
CHID1,other,True,166.551,8423,0.000763254,-0.0358273,-0.00208136,inf
PCDHB9,other,False,1.84654,0,,,,
ZNF620,other,False,3.52853,0,,,-0.0435127,
ZNF518A,other,True,31.0582,8423,0.00101337,0.00192469,-0.0150629,inf
TMEM187,other,True,6.31998,0,,,-0.0527561,
SVBP,other,True,84.6752,8423,0.000468856,0.00157998,-0.00559438,inf
ZNF619,other,True,14.1927,0,,,-0.0102834,
CCDC184,other,False,0.378188,0,,,,
AP3S1,other,True,54.0697,8423,0.000813935,-0.053776,-0.00082513,inf
GRB2,other,True,248.189,8423,5.1194e-05,0.000623224,-0.00121861,inf
ZBTB41,other,True,30.371,8423,0.00186337,-0.238703,-0.0115003,inf
UBE2N,other,False,3.77045,8423,0.000591021,0.000630473,-0.0023899,inf
ARL6IP6,other,True,64.3638,8423,0.000185727,-0.0441952,-0.00275025,inf
ZNF354C,other,False,0.0109578,0,,,0.00168233,
CAPZA3,other,False,0.0246544,0,,,,
CENPBD1,other,True,17.4665,0,,-0.186022,,
ODF3,other,False,0,0,,,,
BET1L,other,True,59.1804,8423,0.000662604,-0.123837,-0.00158958,inf
RIC8A,other,True,74.1784,8423,0.000582089,-0.132628,-0.00276097,inf
IMP3,other,True,174.128,8423,9.65534e-05,0.000357985,-0.00356983,inf
ASB8,other,True,46.8179,8423,0.000594458,-0.0183413,-0.00500801,inf
